result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
766524|1309439||NC||NC||NC|NC|||72||NR||NR|h||LOEC||DEC|BCM||GLYC/|TOTAL CONTENT|MU|||7.234||NR||NR||T|NR||5.5||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.01||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CUSO4.5H2O//SO4/1.47 mg/L//CL/95.74 mg/L//DNUM/3//DOSES/0.55/5.5 mg/L//TESTID/2//|1309439|11/23/2009||
766689|1309591||NC||NC||NC|NC|||6||NR||NR|d||NOEC||DEC|BCM||AMDT||RH|||99||NR||NR||T|Cu||100||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/WITH 2 TO 4 SHOOTS//DNUM/4//DOSES/10/40/100 uM//TESTID/2//||11/24/2009||
767357|1310194||NC||NC||NC|NC|||24||NR||NR|h||NR-LETH||INC|MOR||MORT||NR|||100||NR||NR||T|SO4||770.40||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CA/14.0* mg/L//MG/12.0* mg/L//NA/26.3* mg/L//POT/2.1* mg/L//SO4/81.4* mg/L//CL/1.9* mg/L//DNUM/6//DOSES/425.90/770.40/1459.40/2837.40/5593.40 ppm//TESTID/15//||11/30/2009||
769166|1311805||NC||NC||NC|NC|||48||NR||NR|h||EC50||INC|DVP||ABNM||WO|||NR||NR||NR||T|Cu||23.0||22.1||24.0|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/10//DOSES/3/6/9/12/15/18/24/35/50 ug/L//TESTID/74//OEF/WATER SOURCE, DOC, SUSPENDED SOLID EFFECTS, WATER EFFECT RATIO////||12/08/2009||
769543|1312128||NC||NC||NC|NC|||48||NR||NR|h||NOEL||DEC|PHY||PSII/|FV/FM|TLI|||NR||NR||NR||T|NR||0.5||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/0.1/0.5/2.5/12.5/62.5 ug/L//TESTID/1//CONTR/C,V//OEF/NUTRIENT LIMITATIONS AND TEMPERATURE EFFECTS////|1312128|12/10/2009||
769674|1312252||NC||NC||NC|NC|||40||NR||NR|d||NR-ZERO||NEF|MOR||MORT||NR|||0||NR||NR||T|Cu||1||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/1 ppm//TESTID/1//CONC/ONLY CONC TESTED//OEF/MIXTURE,SURVEY////||12/11/2009||
770203|1312735||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|NR||0.18||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||NR||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6-8//DOSES/NA mg/L//TESTID/10//||12/16/2009||
770858|1313327||NC||NC||NC|NC||~|1||NR||NR|wk|/|LOEC||INC|ACC||RSDE||GT|||NR||NR||NR||T|Cu||401.4||NR||NR|ug/g diet|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CUSO4.5H2O//TIME/FROM GRAPH//CA/1.0* mmol/L//NA/0.6* mmol/L//CL/0.7* mmol/L//DNUM/2//DOSES/401.4 ug/g diet//TESTID/4//OEF/RECOVERY,2 UNVERIFIED CHEMICALS ALSO REPORTED//CONC/ONLY CONC TESTED////||12/22/2009||
770988|1313449||NC||NC||NC|NC|||65||NR||NR|d|/|NOEL||INC|MOR||MORT||NR|||34.7||NR||NR||T|Cu||0.03||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CUSO4.5H2O//TIME/LARVAE//DNUM/12//DOSES/0.008/0.015/0.03/0.06/0.13/0.25/0.5/1.0/2.0/4.0/8.0 mg/L//TESTID/1//|1313449|12/22/2009||
771428|1313858||NC||NC||NC|NC|||24||NR||NR|h||NR-LETH||INC|MOR||MORT||NR|||100||NR||NR||F|NR||42||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/30/38/42/46/56 ug/L//TESTID/24//||12/30/2009||
771479|1313896||NC||NC||NC|NC|||28||NR||NR|d||NR||DEC|GRO||WGHT/|STATS TO V CONTROL, DUNCAN TEST|NR|||NR||NR||NR||A|NR||NR||9.6||158.0|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||MULT|P|<=|0.05||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/UL/L USED////DNUM/6//DOSES/9.6/20.0/38.0/83.0/158.0 ug/L//TESTID/30//CONTR/C,V////||12/31/2009||
773124|1314978||NC||NC||NC|NC|||4||NR||NR|h||NOEC||DEC|MPH||SMIX||LI|||NR||NR||NR||A|NR||NR||10.18||666.01|ng/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/10.18 to 666.01 ng/L//TESTID/1//CONC/ONLY CONC TESTED//OEF/MIXTURE////||01/15/2010||
773396|1315235||NC||NC||NC|NC|||25||NR||NR|d||LOEC||INC|PHY||OSMO/|STATS TO V CONTROL|PL|||NR||NR||NR||A|NR||NR||10||30|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/BURISHOOLE RIVER STRAIN//DNUM/3//DOSES/4.5 to 6.5/10 to 30 ug/L//TESTID/3//OEF/RECOVERY//CONTR/V AND B////|1315235|01/20/2010||
773398|1315236||NC||NC||NC|NC|||25||NR||NR|d||LOEC||DEC|BCM||WTCO/|STATS TO V CONTROL|MU|||NR||NR||NR||A|NR||NR||10||30|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/BURISHOOLE RIVER STRAIN//DNUM/3//DOSES/4.5 to 6.5/10 to 30 ug/L//TESTID/3//OEF/RECOVERY//CONTR/V AND B////|1315236|01/20/2010||
774058|1315838||NC||NC||NC|NC|||4||NR||NR|d||IC25||DEC|POP||ABND||NR|||NR||NR||NR||T|Cr||7.6||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/10/20/40/80/160 ug/L//TESTID/17//||01/27/2010||
774250|1316011||NC||NC||NC|NC|||7||NR||NR|d||LOEC||DEC|MOR||SURV/|BASED ON DIETARY CONCENTRATION|NR|||NR||NR||NR||T|Cr|>|283.5||NR||NR|ug/g dry diet|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOSES/0.02 to 283.5 ug/g dry fd//TESTID/36//|1316011|01/28/2010||
774251|1316011||NC||NC||NC|NC|||7||NR||NR|d||NOEC||NEF|MOR||SURV/|BASED ON DIETARY CONCENTRATION|NR|||NR||NR||NR||T|Cr||283.5||NR||NR|ug/g dry diet|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOSES/0.02 to 283.5 ug/g dry fd//TESTID/36//|1316011|01/28/2010||
775289|1316982||NC||NC||NC|NC|||32||NR||NR|d|/|NOEL||INC|GRO||WGHT/|WEIGHT AT METAMORPHOSIS, STATISTICALLY SIGNIFICANT INCREASE COMPARED TO CONTROL|WO|||NR||NR||NR||F|NR||1||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P||0.0093||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TIME/FROM GRAPH//DNUM/2//DOSES/1 mg/L//TESTID/1//CONC/ONLY CONC TESTED//EXPDUR/FROM GRAPH//OEF/BEH////||02/08/2010||
776020|1317685||NC||NC||NC|NC|||24||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR||0.0012||0.0003||0.0018|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/GENERATION F 32//DNUM/>= 6//DOSES/NA mg/L//TESTID/35//OEF/RESISTANCE STUDY, GENERATIONAL DATA, MIXTURES////||02/16/2010||
776196|1317843||NC||NC||NC|NC|||24||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR||0.0431||0.0403||0.0461|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOSES/NA mg/L//TESTID/9//OEF/RESISTANCE RATIOS, STRAIN EFFECTS, MIXTURES////||02/18/2010||
777653|1319124||NC||NC||NC|NC|||200||NR||NR|d||NOEL||NEF|POP||ABND||NR|||NR||NR||NR||T|N||2||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P||0.1||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/2 mg/L//TESTID/7//CONC/ONLY CONC CONC TESTED////||03/03/2010||
777923|1319381||NC||NC||NC|NC||~|24.03||NR||NR|h|/|LOEL||INC|POP||ABND/|RECOVERY. ZOOXANTHELLAE WITHIN HOST TISSUE.|NR|||50||NR||NR||T|CN||600||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TIME/OTHER DURATIONS REPORTED//CA/450 mg/L//DNUM/2//DOSES/600 mg/L//TESTID/3//OEF/MOR,HIS//CONC/ONLY CONC TESTED//ETIME/120S////||03/08/2010||
777983|1319441||NC||NC||NC|NC|||8||NR||NR|d||IC50||DEC|POP||ABND||NR|||NR||NR||NR||F|NR||0.0000000038||NR||NR|M||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CARRIER//DOSES/NA M//TESTID/71//||03/08/2010|10/25/2012|
778000|1319458||NC||NC||NC|NC|||24||NR||NR|h||IC50||DEC|POP||ABND||NR|||NR||NR||NR||F|NR||0.0000032||NR||NR|M|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/276-3A//DOSES/NA M//TESTID/87//||03/09/2010||
778366|1319793||NC||NC||NC|NC|||NR||105||210|d||IC50||DEC|GRO||BMAS/|AUTHOR REPORTED AS I50, THE INHIBITION OF LIVE PLANT TISSUE, COMBINED RESULTS OF EXPERIMENTS 1 AND 2|NR|||NR||NR||NR||A|NR||148.8||NR||NR|AI g/ha|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/USED//DNUM/6//DOSES/10.5/21/42/84/168 AI g/ha//TESTID/3//||03/16/2010|09/21/2021|
779068|1320363||NC||NC||NC|NC|||24||NR||NR|h||NOEC||INC|GEN||GEXP/|TRANSFERRIN VARIANT C (CARASSIUS CUVIERI)|LI|||NR||NR||NR||A|NR||41||NR||NR|ng/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<=|0.01||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/3//DOSES/41/107 ng/L//TESTID/1//|1320363|03/17/2010||
779733|1320959||NC||NC||NC|NC|||35||NR||NR|d||LOEC||INC|CEL||ESRS/|STAT TO V CONTROL|LI|||NR||NR||NR||A|NR||14||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<|0.001||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/3//DOSES/14/65 ug/L//TESTID/1//CONTR/B,V////||03/31/2010||
779755|1320980||NC||NC||NC|NC|||9||NR||NR|d|/|EC50||DEC|GRO||RLGR/|NUMBER OF FRONDS|FD|||NR||NR||NR||A|NR||NR|>|0.6|<|0.8|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TIME/OTHER DURATIONS ALSO REPORTED//DNUM/7//DOSES/0.053/0.15/0.43/1.2/3.5/10 ug/L//TESTID/1//OEF/MIXTURES//RVALUE/FROM GRAPH////||03/31/2010||
780388|1321462||NC||NC||NC|NC|||3||NR||NR|wk||NOEC||NEF|MPH||SMIX/|STATS TO V CONTROL|GO|||NR||NR||NR||A|NR||42.5||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||X||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/5//DOSES/0.11/1/5/42.5 ug/L//TESTID/1//CONTR/V,C//OEF/GENDER EFCTS, RECOVERY////||04/05/2010||
780858|1321879||NC||NC||NC|NC|||21||NR||NR|d||LOEC||INC|PHY||BLUM||LI|||NR||NR||NR||F|NR||0.05||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|NR||NR||NR||NR||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/MVTG1:GFP LINE//DNUM/4//DOSES/0.05/0.1/1.0 ug/L//TESTID/2//||04/16/2010||
780907|1321919||NC||NC||NC|NC|||20||NR||NR|h||LOEL||DEC|HRM||ESDL||OC|||NR||NR||NR||A|NR||1665||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/2/17/167/1665/16646 ug/L//TESTID/8//OEF/YEAST, IN VIVO EFCTS////|1321919|04/20/2010||
781129|1322126||NC||NC||NC|NC|||7||NR||NR|d||LOEC||INC|ENZ||UDPT||LI|||NR||NR||NR||F|NR||70||NR||NR|mg/kg|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/70 mg/kg//TESTID/2//CONC/ONLY CONC TESTED//OEF/IN VITRO////||04/22/2010||
781424|1322408||NC||NC||NC|NC|||48||NR||NR|h||BCF||INC|ACC||RSDE||NR|||NR||NR||NR||A|NR||0.082||NR||NR|ug/L|||||||||||||||||||||||2000||NR||NR|L/kg||||||||||||||||||NA|NA||NA||NA||NA||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/0.082 ug/L//TESTID/22//CONC/ONLY CONC TESTED//OEF/SEDIMENT BCF////||04/26/2010||
782434|1323332||NC||NC||NC|NC|||70||NR||NR|d||NOEC||DEC|GRO||WGHT||WO|||NR||NR||NR||F|NR||3.7||NR||NR|ug/mm3|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||Wet||NC||NC||NC||NC| DNUM/2//DOSES/3.7 ug/mm3//TESTID/1//OEF/BIOLOGICAL HALF TIME, ELMINATION RATE CONSTANT//CONC/ONLY CONC TESTED////||05/13/2010||
783370|1324227||NC||NC||NC|NC|||21||NR||NR|d||NR-ZERO||NEF|MOR||MORT||NR|||0||NR||NR||F|NR||0.75||NR||NR|ug/g bdwt/d|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/KANECHLOR-400//LIFESTG/LEUCOPHORE FREE-II STRAIN, ~30 MM LENGTH//DNUM/2//DOSES/0.75 ug/g bdwt/d//TESTID/1//CONC/ONLY CONC TESTED//OEF/GENERATIONAL STUDY////||05/19/2010||
783667|1324477||NC||NC||NC|NC||~|2||NR||NR|yr||NOEC||DEC|REP||VIAB/|% SURVIVAL OF FERTILIZED EGGS|EG|||85.30||NR||NR||F|NR||3.5||NR||NR|ug/g|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P||0.470||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/3.5 ug/g//TESTID/12//CONC/ONLY CONC TESTED//OEF/GENERATIONAL STUDY////||05/20/2010||
783849|1324647||NC||NC||NC|NC|||4||NR||NR|d||LC50||INC|MOR||MORT||NR|||NR||NR||NR||F|NR||7300||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/12//DOSES/10 to 20000 ug/L//TESTID/14//||05/21/2010||
783908|1324697||NC||NC||NC|NC|||7||NR||NR|d||LOEC||INC|GEN||MMRN/|STAT TO B CONTROL|LI|||NR||NR||NR||T|Cd||4.871||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P||0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CDCL2.5H2O//DNUM/2//DOSES/4.871 uM//TESTID/4//CONTR/B,C//CONC/ONLY CONC TESTED////||05/21/2010||
784234|1324996||NC||NC||NC|NC|||4||NR||NR|d||LOEC||INC|BCM||FLRS/|FM|NR|||NR||NR||NR||T|Cu||50||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/20000 CELLS PER ML//DNUM/3//DOSES/10/50 uM//TESTID/1//OEF/MEDIA, STRAIN EFCTS////|1324996|05/25/2010||
784378|1325117||NC||NC||NC|NC|||1||NR||NR|h||NOEC||INC|BEH||SURF/|DURATION TIME OF SURFACING|NR|||NR||NR||NR||T|NR||5||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/3//DOSES/1/5 mg/L//TESTID/7//||05/26/2010||
784720|1325414||NC||NC||NC|NC|||12||NR||NR|h||LOEC||DEC|MOR||HTCH/|RECOVERY|NR|||NR|>|60|<|80||F|NR||25||NR||NR|% v/v|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/7//DOSES/5/10/15/20/25/30 % v/v//TESTID/5//ETIME/10 MINUTES// EFCT%/FROM GRAPH////|1325414|06/01/2010||
784926|1325588||NC||NC||NC|NC|||NR||NR||NR|stg|/|LOEC||DEC|ENZ||GLRE||WO|||NR||NR||NR|/|A|NR||20||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<=|0.01||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/RINGERS SOLUTION//TIME/OPERCULUM CLOSED AT RIGHT STAGE//DNUM/2//DOSES/20 mg/L//TESTID/1//CONC/ONLY CONC TESTED//EFCT%/>50 TO <75 PERCENT OF CONTROL, FROM GRAPH////||06/02/2010||
785267|1325920||NC||NC||NC|NC|||NR||28||29|stg||LOEC||INC|ENZ||CP1A/|RECOVERY, VASCULAR TISSUE|EY|||NR||NR||NR||A|NR||50||NR||NR|pg/ul|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.1||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN//DNUM/4//DOSES/6.2/12.5/50 pg/ul//TESTID/2//ETIME/2H////|1325920|06/03/2010||
785416|1326065||NC||NC||NC|NC|||10||NR||NR|h||EC50||DEC|POP||PGRT/|POPULATION MEASURED AS CELL DENSITY|NR|||NR||NR||NR||A|NR||142||109||185|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/VACUOLATUS STRAIN 211 8B//DNUM/6//DOSES/30 to 700 ug/L//TESTID/6//||06/03/2010||
785846|1326476||NC||NC||NC|NC|||48||NR||NR|h||NOEC||INC|GEN||RNGT/|ISOFORM MGST 1|NR|||NR||NR||NR||T|NR||3||NR||NR|mM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/3 mM//TESTID/5//CONC/ONLY CONC TESTED////||06/06/2010||
786025|1326650||NC||NC||NC|NC|||22||NR||NR|d||NOEC||DEC|MPH||QNTY/|RELATIVE FROND NUMBER|FD|||NR||NR||NR||A|NR||NR||165.3||194.3|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/3//DOSES/24.3 to 35.5/165.3 to 194.3 ug/L//TESTID/2//||06/07/2010||
786263|1326850||NC||NC||NC|NC|||90||NR||NR|d||MATC||DEC|POP||BMAS||NR|||NR||NR||NR||D|Cu||13.2||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CUSO4.5H2O//CA/16.2 mg/L//MG/1.8 mg/L//NA/3.6 mg/L//POT/1.0 mg/L//SO4/10.5 mg/L//CL/3.1 mg/L//DNUM/6//DOSES/3.9/8.3/21.1/39.4/76.1 ug/L//TESTID/1//||06/08/2010||
787247|1327772||NC||NC||NC|NC|||40||NR||NR|d||NR||INC|MOR||MORT||SM|||NR||NR||NR||A|NR||NR||0.001||1.0|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/BW 65 TO 70 G, 21 TO 22 CM LENGTH//DNUM/5//DOSES/0.001/0.01/0.1/1.0 ppm//TESTID/3//OEF/SURVEY////||06/16/2010||
